design,seed,n,d,phi,dispersion,fit_end,val_end,test_end,ar_model,method,generating_coordinate,q_total,q_cov,n_active_mean,n_active_diag,n_active_offdiag,reference_condition,mean_dispersion,spectral_shell_low,spectral_shell_high,generator_transport_clip_rate,generator_shell_clip_rate,ridge,val_w2_mean,test_w2_mean,test_w2_median,test_w2_q90,test_mean_component,test_cov_component,n_test_pairs,min_pred_eig,w2_ratio_to_persistence,cov_ratio_to_persistence,mean_ratio_to_persistence
Baseline,70,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.00625,0.01,0.39654587089559273,0.42570414158606823,0.3821247803452349,0.6816429293167955,0.003528023507259792,0.42217611807880845,112,0.16228706094875228,1.0478360656613657,1.0435317265941855,2.0691301595115204
Baseline,70,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.00625,0.001,0.3761051061066629,0.4092813729278585,0.3649543787689463,0.6814012371750426,0.0025981362701970384,0.4066832366576615,112,0.16205045699991796,1.0074127584462393,1.005236539806025,1.5237659568093127
Baseline,71,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,,0.37992787424730573,0.3976813454445051,,,0.0017559382739874196,0.3959254071705177,112,0.049999999999998185,1.0,1.0,1.0
Baseline,71,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.42926854459725217,0.4073405257844383,0.3669384541894094,0.6376936492052352,0.0034357174045857933,0.40390480837985254,112,0.012170309243436468,1.0242887438663655,1.020153799339021,1.9566276648118717
Baseline,71,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.44237626247072714,0.4169376214872855,0.3959043003979599,0.659625158234457,0.0033371769823945414,0.413600444504891,112,0.1633366090832135,1.0484213711891788,1.0446423417498967,1.900509278618555
Baseline,71,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.4195246598089664,0.39885814280733467,0.37058705643470435,0.6270399807363366,0.003489091751245917,0.3953690510560887,112,0.14087848150578433,1.002959146503375,0.9985947956247491,1.9870241471090087
Baseline,71,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.001,0.4076847372599296,0.38783915933710983,0.3590279896836788,0.6203554410938338,0.0024209654971342684,0.3854181938399756,112,0.14503525579716606,0.9752510742076819,0.973461634084986,1.3787304104014384
Baseline,72,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,,0.35641882403995195,0.3469437259502121,,,0.001733139975975712,0.3452105859742365,112,0.09357447702574875,1.0,1.0,1.0
Baseline,72,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.37440720788039467,0.36102148390719574,0.330986093044802,0.5508417651864796,0.003404710320900232,0.3576167735862955,112,0.199575344007897,1.0405764880700101,1.0359380277318173,1.964475096123422
Baseline,72,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.3905345491474613,0.3635279871934696,0.3365472064622288,0.5642336741470195,0.0032000646535286863,0.360327922539941,112,0.2077760627149414,1.0478010121031485,1.0437916366992082,1.8463971161516453
Baseline,72,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.38419122694180696,0.3558889189405667,0.33498690565858247,0.5482417982290955,0.003436964528046072,0.3524519544125206,112,0.20369906293435708,1.0257828354320442,1.0209766696981435,1.9830853685728136
Baseline,72,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.001,0.3692257186028699,0.3469442448557727,0.329612771544998,0.5273951300786583,0.0025293933152246402,0.34441485154054813,112,0.21435320841054287,1.0000014956476275,0.9976949303815736,1.4594281767695414
Baseline,73,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,,0.38305542207364673,0.39359925896508763,,,0.0016866606092668403,0.39191259835582076,112,0.09844006918578169,1.0,1.0,1.0
Baseline,73,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.41303707060499006,0.3915072465771335,0.3711287334992412,0.5756282978582468,0.0034536388059981625,0.3880536077711353,112,0.19001305002923463,0.994684917869371,0.9901534408414657,2.047619294019912
Baseline,73,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.45790046022180103,0.40375304100806897,0.3765700894018582,0.5875718368140471,0.003239933238177292,0.40051310776989163,112,0.23146593981509414,1.0257972590438287,1.0219449679600818,1.920915933161936
Baseline,73,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.42459601772606925,0.3779267050072885,0.3604582038441913,0.5338196066385555,0.0034033582769122804,0.37452334673037624,112,0.19604090552452644,0.9601814444493421,0.9556297712847275,2.017808596592326
Baseline,73,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.001,0.40648016093480355,0.3687017513713315,0.35162386442356286,0.5350832662338593,0.0024199343401627416,0.3662818170311687,112,0.22549972582470065,0.9367440181182746,0.9346007721308779,1.4347488326146667
Baseline,74,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,,0.38734492073614024,0.38753527803067794,,,0.0017246768650513358,0.38581060116562654,112,0.10714039417483816,1.0,1.0,1.0
Baseline,74,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.4203406513569985,0.37605279818821885,0.36737669188166333,0.5963341884884478,0.0025182219649895225,0.37353457622322933,112,0.15673460472446138,0.9703704914277504,0.9681812140327186,1.4601123352545038
Baseline,74,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.4325142502930719,0.3771063844048636,0.3541588312383445,0.555100469996054,0.0024692076988784045,0.37463717670598523,112,0.2011177494550552,0.97308917609047,0.9710390942449904,1.4316929442924413
Baseline,74,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.4317680367829606,0.37460377629272884,0.3485293630976511,0.5715182171277753,0.0025893672333324467,0.3720144090593963,112,0.18867431197436416,0.9666314204898646,0.9642410237962653,1.5013636964715549
Baseline,74,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.0001,0.40819910034800466,0.36046203254187076,0.3431268628987629,0.5413991623380423,0.001509700677877043,0.3589523318639937,112,0.17820352746389684,0.9301399200960899,0.9303848333340569,0.875352773884461
Baseline,75,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.00625,,0.38428997843556817,0.41221147309444117,,,0.001539256532541974,0.4106722165618992,112,0.08591726948525985,1.0,1.0,1.0
Baseline,75,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.00625,0.01,0.42038065105623235,0.39266509472682537,0.37212083227707393,0.6438683992963385,0.0026624391110871936,0.39000265561573816,112,0.17313323773158706,0.952581673137619,0.9496689571084107,1.729691610722199
Baseline,75,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.00625,0.01,0.4427286698673412,0.41772093514378944,0.4016212162742259,0.65224076720449,0.0027084332379149626,0.41501250190587446,112,0.19708446053984288,1.0133656203404267,1.010568733819667,1.7595723524019582
Baseline,75,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.00625,0.01,0.41302923050705964,0.39646807614433827,0.3653170033635954,0.6297852412571626,0.002710915218710644,0.3937571609256277,112,0.19801432915463515,0.9618074751002965,0.9588112977841978,1.7611848066896023
Baseline,75,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.00625,0.001,0.3978692677403196,0.37889192181042824,0.3625720163482929,0.6150237676908668,0.0018994080438415248,0.3769925137665867,112,0.20411257641473501,0.9191687920913857,0.9179888450276109,1.2339775753329343
Baseline,76,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,,0.3879390498781287,0.37952044016922315,,,0.0014320322275361047,0.3780884079416871,112,0.10304422460347133,1.0,1.0,1.0
Baseline,76,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.44323055512629944,0.36389103287702096,0.3358747235052579,0.5293429508539831,0.0025714339671891345,0.36131959890983184,112,0.2237936452647855,0.9588180091558883,0.9556484444388427,1.7956536995074734
Baseline,76,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.46606607726274174,0.37901834480366187,0.35954677623290054,0.5949196422619691,0.0025067426237371407,0.37651160217992474,112,0.1915310981814116,0.9986770268148472,0.9958295315893273,1.7504791970011304
Baseline,76,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.4502894456941303,0.36760396516382815,0.35184624860984937,0.5686533450317083,0.002546571589395501,0.3650573935744326,112,0.21253982854538858,0.9686012300152224,0.9655344779328324,1.7782920945690073
Baseline,76,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.001,0.43067198874808466,0.3511721362924742,0.3194734386515675,0.5442453633109848,0.001835978707642127,0.3493361575848321,112,0.23048219571464246,0.9253049351858128,0.9239536316033009,1.282079182534206
Baseline,77,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,,0.363088008864045,0.3746140085181029,,,0.001627474380928858,0.3729865341371741,112,0.05361401263980214,1.0,1.0,1.0
Baseline,77,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.3993740382255089,0.37539838234170075,0.3766381123884018,0.5742129116413413,0.00268181800853113,0.37271656433316963,112,0.06638879017224836,1.0020938187194353,0.999276194234119,1.6478403838225217
Baseline,77,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.4000348709269388,0.4032858537430512,0.408619191230317,0.6031083009130542,0.002582505201502066,0.40070334854154904,112,0.1919197104204088,1.0765370343153164,1.0743104961375938,1.5868177292155823
Baseline,77,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.3985517251475947,0.37387422409411286,0.37995949109871663,0.5590428336502046,0.002641260947993675,0.3712329631461192,112,0.15042476508037483,0.9980252088625396,0.995298567560592,1.6229201386790573
Baseline,77,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.001,0.3819325870945253,0.3622723065585845,0.36784972189622456,0.5577622936376587,0.0018832517877421478,0.3603890547708423,112,0.16460227809438863,0.9670548840169121,0.966225377558272,1.1571621709137496
Baseline,78,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,,0.3840607922719812,0.3632611231549797,,,0.0016706909411526233,0.3615904322138271,112,0.055146269196757206,1.0,1.0,1.0
Baseline,78,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.4483135541854189,0.3636187868330461,0.3428386926747541,0.5415195656181495,0.0024312162773844946,0.36118757055566164,112,0.14623949404493652,1.0009845911254143,0.9988858619524335,1.455216053130197
Baseline,78,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.45181290260592977,0.3735300607080451,0.35712239539385426,0.522066986443508,0.00236798856194342,0.3711620721461018,112,0.22012492517532153,1.0282687491132496,1.0264709435857378,1.4173708036686457
Baseline,78,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.43857691499834883,0.3492246543763036,0.3257128425273519,0.49651712385219055,0.0024803458172610723,0.34674430855904254,112,0.1955313873138473,0.9613598376375453,0.958942155731584,1.4846227726295453
Baseline,78,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.001,0.4370450958297632,0.3413018891095893,0.3182335531983703,0.5021761679770519,0.0018739046560528807,0.33942798445353645,112,0.21638925532858516,0.9395497270539962,0.9387084231609734,1.121634534487904
Baseline,79,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,,0.4184530896509457,0.4034672129660684,,,0.001694426584263453,0.40177278638180497,112,0.05000000000000018,1.0,1.0,1.0
Baseline,79,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.44542476970511424,0.388009993337772,0.3707918881553739,0.552632750733063,0.003141452279068482,0.3848685410587035,112,0.11134889965828643,0.9616890316448182,0.957925857857786,1.853991378702332
Baseline,79,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.45048597352731556,0.4022261378633492,0.3840886279160115,0.5811384051155193,0.0029997048586780364,0.3992264330046712,112,0.1766142468411453,0.9969239753247965,0.9936622054468518,1.770336281628851
Baseline,79,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.4366009144888917,0.38980596762158226,0.3634082307493447,0.5786436357270479,0.0030087510030209355,0.3867972166185613,112,0.14220058100656047,0.9661403828973952,0.9627262714876553,1.7756750460385415
Baseline,79,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.001,0.4190669759403355,0.37298100428804615,0.3451105414515056,0.5675681748656506,0.0020973225787033205,0.37088368170934277,112,0.16602954328789923,0.9244394396910112,0.9231179768280566,1.237777191518157
Shorter series,0,200,8,0.7,0.15,90,130,200,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,,0.4012977511968131,0.42082826069509566,,,0.001687616482399698,0.41914064421269587,70,0.06663262929736131,1.0,1.0,1.0
Shorter series,0,200,8,0.7,0.15,90,130,200,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.5095111052784729,0.43024941797122185,0.3952732233629613,0.673659040512215,0.0037436096067198364,0.426505808364502,70,0.20441178165533158,1.0223871782293446,1.017572059053449,2.218282202006364
Shorter series,0,200,8,0.7,0.15,90,130,200,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.5273944575925386,0.43215434220230575,0.4163672895679168,0.6635736373799247,0.0037466165116774616,0.42840772569062835,70,0.1523683542214448,1.0269137854204526,1.0221097180764693,2.220063948622959
Shorter series,0,200,8,0.7,0.15,90,130,200,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.5142763960026245,0.4235151003864366,0.4127936682123231,0.6555597328358448,0.0038190269733983824,0.41969607341303805,70,0.158001019765839,1.0063846465227952,1.0013251618711076,2.2629708901443863
Shorter series,0,200,8,0.7,0.15,90,130,200,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.001,0.5020379510556753,0.4140010684752985,0.3901042102097404,0.6133339907775116,0.0027181820572139675,0.4112828864180846,70,0.1515425155716255,0.9837767734312318,0.9812526942850625,1.6106633737950118
Shorter series,1,200,8,0.7,0.15,90,130,200,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,,0.39810609584717954,0.40308506113861253,,,0.0017308175743610404,0.4013542435642514,70,0.13684131856904744,1.0,1.0,1.0
Shorter series,1,200,8,0.7,0.15,90,130,200,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.47110265727732586,0.3838492330478399,0.3692265365309536,0.5828430563532399,0.0035252551180265023,0.3803239779298133,70,0.17831062655013397,0.952278489219034,0.9476017359435955,2.0367571777909106
Shorter series,1,200,8,0.7,0.15,90,130,200,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.49024141285683953,0.40511237831413255,0.39113697473890685,0.5746420094389747,0.0035025334814055655,0.40160984483272705,70,0.24982977762073733,1.0050295021348432,1.000636847056121,2.0236294877573004
Shorter series,1,200,8,0.7,0.15,90,130,200,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.482159429013283,0.3896515085998553,0.3575309445590994,0.579874276258629,0.0034979986593741768,0.38615350994048114,70,0.24446957514117687,0.9666731570234559,0.9621263911681132,2.0210094415441326
Shorter series,1,200,8,0.7,0.15,90,130,200,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.001,0.4693268583805015,0.372599560311931,0.35255079096707836,0.5616126225256325,0.002512289340716552,0.3700872709712145,70,0.23625850079732497,0.9243695592672976,0.9220963199108883,1.4515044092061549
Shorter series,2,200,8,0.7,0.15,90,130,200,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,,0.33275364057980816,0.35697910352302653,,,0.0017855922641523022,0.3551935112588742,70,0.08211318697108352,1.0,1.0,1.0
Shorter series,2,200,8,0.7,0.15,90,130,200,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.4360425019922742,0.3647261362241875,0.33782186039089135,0.5439145581018541,0.003146554376611804,0.36157958184757566,70,0.052252642079616045,1.0217016419860587,1.0179791307731607,1.7621908650604563
Shorter series,2,200,8,0.7,0.15,90,130,200,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.42671383853753586,0.3666978068645621,0.34606387762871615,0.5549592988893631,0.0029757785729351547,0.3637220282916269,70,0.18623660319910817,1.0272248522269838,1.0240109032468696,1.6665498796545724
Shorter series,2,200,8,0.7,0.15,90,130,200,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.4127861965359255,0.3669410486999389,0.3385949867520716,0.5535543457871682,0.0029276841062796533,0.36401336459365924,70,0.14863944113982186,1.0279062417900597,1.0248311217835195,1.6396151378207005
Shorter series,2,200,8,0.7,0.15,90,130,200,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.001,0.4050580577140465,0.3534753604210888,0.33376121727589536,0.5261582581619246,0.0025059649395880648,0.3509693954815007,70,0.1613670892271121,0.990185019046327,0.9881075649090479,1.4034362658810884
Shorter series,3,200,8,0.7,0.15,90,130,200,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,,0.3590439412960361,0.36465836776285115,,,0.0013876564501419896,0.3632707113127092,70,0.06100572805488961,1.0,1.0,1.0
Shorter series,3,200,8,0.7,0.15,90,130,200,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.01,0.47192362909249874,0.4065419309229813,0.38473530211954377,0.6382969758035854,0.002593288284977048,0.4039486426380042,70,0.17874955147706018,1.1148569918114928,1.111976908841073,1.8688258788489718
Shorter series,3,200,8,0.7,0.15,90,130,200,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.01,0.5591746322424148,0.46464924923389656,0.40568032266282816,0.8083418365588593,0.002807694949278392,0.46184155428461804,70,0.24388316254407874,1.2742042698333818,1.2713426651317823,2.0233357824201366
Shorter series,3,200,8,0.7,0.15,90,130,200,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.01,0.4791600905921255,0.4045794364278611,0.36660520666828533,0.6255034765491929,0.002903326883440738,0.4016761095444204,70,0.1733379180842829,1.1094752573756155,1.1057211523960466,2.092251928165404
Shorter series,3,200,8,0.7,0.15,90,130,200,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.001,0.4568064777422511,0.3782170118386247,0.3437674653791921,0.6045336047798138,0.00205091867073385,0.3761660931678909,70,0.1661072631641531,1.0371817714178746,1.035497994893624,1.4779729309253693
Shorter series,4,200,8,0.7,0.15,90,130,200,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,,0.4018492173842974,0.36833346065599804,,,0.0015910553489766302,0.3667424053070214,70,0.04999999999999944,1.0,1.0,1.0
Shorter series,4,200,8,0.7,0.15,90,130,200,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.01,0.5550797487097006,0.37987172786381385,0.3351950636344085,0.5658046267457393,0.0030185454143608357,0.376853182449453,70,0.14281675036691938,1.031325601500516,1.027569152070013,1.8971969870830514
Shorter series,4,200,8,0.7,0.15,90,130,200,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.01,0.57031274890442,0.377936105019979,0.35606799504877956,0.5575782442329582,0.0030046091880441108,0.37493149583193486,70,0.1863856463796272,1.0260705186731576,1.0223292709171656,1.8884378786549953
Shorter series,4,200,8,0.7,0.15,90,130,200,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.01,0.5673275557585852,0.3630353051066251,0.3508715696774991,0.5248293692501548,0.002976488055824418,0.3600588170508005,70,0.15350309961784078,0.9856158722589661,0.9817757964186724,1.8707633632851934
Shorter series,4,200,8,0.7,0.15,90,130,200,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.01,0.5544302399324393,0.39056850757728484,0.35768797760240645,0.6070019288029685,0.002813902847766016,0.3877546047295189,70,0.2362690007934479,1.0603666223581383,1.057294163746641,1.768576341216491
Shorter series,5,200,8,0.7,0.15,90,130,200,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,,0.3669434524948058,0.343879632158835,,,0.0014705340695265524,0.34240909808930836,70,0.04999999999999874,1.0,1.0,1.0
Shorter series,5,200,8,0.7,0.15,90,130,200,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.01,0.3736409859011523,0.3707729116210414,0.33527662344104486,0.6048128696666322,0.0027495055460822443,0.36802340607495904,70,0.23704418285313592,1.0782055025863952,1.074806154768031,1.8697326386783168
Shorter series,5,200,8,0.7,0.15,90,130,200,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.01,0.38574158848381856,0.41108513202439273,0.37903139245426254,0.641329471797603,0.002824373307007174,0.40826075871738565,70,0.2051761673141317,1.1954332085434944,1.1923186649990871,1.9206445913330648
Shorter series,5,200,8,0.7,0.15,90,130,200,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.1,0.3865785473683404,0.4537327662608226,0.4500236111755534,0.6796592592122023,0.0026433669123057937,0.4510893993485168,70,0.2563875506396254,1.319452284546028,1.3173989881275352,1.7975557092375576
Shorter series,5,200,8,0.7,0.15,90,130,200,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.005,0.01,0.3633046149586544,0.38819448214326197,0.37431937040365937,0.6285282810903186,0.002521297693785713,0.38567318444947635,70,0.24457269231537132,1.128867329845108,1.126352035041089,1.71454558315501
Shorter series,6,200,8,0.7,0.15,90,130,200,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.01,,0.35098206074692195,0.3662372046568741,,,0.0016207730229754799,0.3646164316338987,70,0.0499999999999997,1.0,1.0,1.0
Shorter series,6,200,8,0.7,0.15,90,130,200,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.01,0.01,0.38807550791229817,0.4022794495497785,0.3373070059370833,0.7031868156989124,0.002556315226696949,0.3997231343230816,70,0.15675170520378942,1.0984122979167892,1.0962839292016127,1.5772197528337208
Shorter series,6,200,8,0.7,0.15,90,130,200,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.01,0.01,0.4412266102144115,0.474004851116983,0.4131480199666645,0.7504154091440994,0.002789854382950519,0.47121499673403233,70,0.20139976580218982,1.2942564138481667,1.2923580942922681,1.7213109691502595
Shorter series,6,200,8,0.7,0.15,90,130,200,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.01,0.01,0.4061181682988441,0.42657963239014335,0.3584753506455358,0.7130798784997816,0.002613572208646567,0.42396606018149674,70,0.1561851105296681,1.1647632380489683,1.1627727754386818,1.6125467117218342
Shorter series,6,200,8,0.7,0.15,90,130,200,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.01,0.001,0.3917361099829668,0.3926534095328899,0.34051497412013443,0.6622743838004437,0.001959081303922676,0.39069432822896716,70,0.1632771044864549,1.0721286765520315,1.071521451949408,1.208732670245286
